id,original_id,original_tweet_time,retweet_time,user,user_join_date,user_followers_count,user_id,text
1264742182768033801,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,arelab13,Tue Nov 01 16:53:09 +0000 2016,4611,793496109524090880,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742182940000257,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,Diverstang,Fri May 24 01:25:06 +0000 2013,131,1452914412,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742183158140928,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,catchNwaves,Thu Aug 19 19:43:59 +0000 2010,693,180497043,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742183221055494,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,TozyTerry,Fri May 11 06:26:32 +0000 2012,10728,576900493,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742183527211008,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,SuryaTheRoar,Sat Oct 27 21:13:12 +0000 2018,517,1056292754093830144,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742184030367744,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,slatmc,Sun Mar 29 08:52:25 +0000 2020,126,1244185596710522880,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742184374411264,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,Space8Jockey5,Sat Dec 27 05:39:24 +0000 2014,1016,2943367558,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742185871826949,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,hayproudofu,Mon Oct 22 23:15:43 +0000 2012,5041,898650823,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742185968324608,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,nytxnn,Sun Mar 29 02:44:05 +0000 2009,5995,27364778,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742186194780165,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,WhoisjAdams,Mon Jan 25 01:25:49 +0000 2016,431,4843876515,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742186635182080,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,JeffKurtenbach,Fri May 08 02:50:32 +0000 2020,717,1258590005288722437,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742187406749696,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:49 +0000 2020,notkristinj,Sat Nov 22 00:01:21 +0000 2014,24855,2906494880,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742187977375753,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,Pittsburgh96552,Sat May 07 04:23:25 +0000 2011,1388,294433349,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742189038555137,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,realyobanicruz,Mon Jan 02 17:08:31 +0000 2017,72,815968021554593792,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742189612978177,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,JustinBinoBrand,Wed Oct 19 17:18:37 +0000 2011,4588,394160292,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742190128955393,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,TxSaya,Tue Sep 02 01:19:39 +0000 2008,1270,16090807,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742190460416000,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,Daub14B,Sat Mar 21 05:46:53 +0000 2020,1804,1241239771927715846,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742191034888193,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,_T_MKI,Sat Mar 10 04:02:59 +0000 2012,1531,520072020,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742191215202304,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,excalifsane,Wed Apr 15 04:06:55 +0000 2009,662,31335101,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742191253139457,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,bobbiejorose482,Sun Jun 12 23:49:03 +0000 2016,1903,742141694066315264,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742191559294977,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,sheebs64,Sun May 08 02:03:51 +0000 2016,12118,729129657761550336,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742191701860359,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:50 +0000 2020,woodspring2012,Tue May 29 18:12:38 +0000 2018,3189,1001526745110114304,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742192276480001,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,SabatiniDetails,Wed Nov 30 01:09:53 +0000 2011,522,424645760,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742192452681728,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,SeanCordicon,Thu Aug 30 19:22:55 +0000 2018,34821,1035246502946451456,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742192465223681,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,FinneyPhilip1,Wed May 08 15:18:53 +0000 2019,474,1126144445525762050,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742193392242692,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,BCKNBLK1,Tue Sep 13 19:30:22 +0000 2016,1882,775778666022252544,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742193539006471,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,PamelaACantrell,Fri Nov 18 23:52:43 +0000 2016,2615,799762287867228160,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742194281414656,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,MelissaGrableAF,Fri Apr 28 05:52:09 +0000 2017,3415,857834803797696512,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742194461790208,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,JenniferStrby,Tue Oct 13 18:05:22 +0000 2015,517,3948615497,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742194507849730,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,st_broker,Fri May 13 17:04:57 +0000 2011,17,298093017,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
